SMA,year,emp
"Medford-Ashland, OR",2007,72250.00000087917
"Medford-Ashland, OR",2008,71226.00000087917
"Medford-Ashland, OR",2009,65027.00000087917
"Medford-Ashland, OR",2010,63841.00000087917
"Medford-Ashland, OR",2011,62970.00000087917
"Medford-Ashland, OR",2012,63133.0
"Medford-Ashland, OR",2013,66252.0
"Medford-Ashland, OR",2014,67333.0
"Medford-Ashland, OR",2015,70168.0
"Medford-Ashland, OR",2016,72019.0
"Medford-Ashland, OR",2017,66438.0
"Medford-Ashland, OR",2018,71049.0
"Melbourne-Titusville-Palm Bay, FL",1975,29975.771590776505
"Melbourne-Titusville-Palm Bay, FL",1976,29241.640074162515
"Melbourne-Titusville-Palm Bay, FL",1977,32540.368207645643
"Melbourne-Titusville-Palm Bay, FL",1978,38121.57919323174
"Melbourne-Titusville-Palm Bay, FL",1979,40132.23358860905
"Melbourne-Titusville-Palm Bay, FL",1980,45334.10448840275
"Melbourne-Titusville-Palm Bay, FL",1981,45799.885988810325
"Melbourne-Titusville-Palm Bay, FL",1982,52306.010376446655
"Melbourne-Titusville-Palm Bay, FL",1983,52847.109716053295
"Melbourne-Titusville-Palm Bay, FL",1984,58526.19119435122
"Melbourne-Titusville-Palm Bay, FL",1985,64139.651067135725
"Melbourne-Titusville-Palm Bay, FL",1986,65109.20688875305
"Melbourne-Titusville-Palm Bay, FL",1987,65120.468837843626
"Melbourne-Titusville-Palm Bay, FL",1988,70848.07613087665
"Melbourne-Titusville-Palm Bay, FL",1989,72511.49784099839
"Melbourne-Titusville-Palm Bay, FL",1990,72860.22576331285
"Melbourne-Titusville-Palm Bay, FL",1991,73314.46653234963
"Melbourne-Titusville-Palm Bay, FL",1992,73845.43881917963
"Melbourne-Titusville-Palm Bay, FL",1993,80727.76434718004
"Melbourne-Titusville-Palm Bay, FL",1994,78593.61568864423
"Melbourne-Titusville-Palm Bay, FL",1995,71868.91174342838
"Melbourne-Titusville-Palm Bay, FL",1996,65566.03751161942
"Melbourne-Titusville-Palm Bay, FL",1997,69571.7465740629
"Melbourne-Titusville-Palm Bay, FL",1998,152320.00027099252
"Melbourne-Titusville-Palm Bay, FL",1999,156390.00027747452
"Melbourne-Titusville-Palm Bay, FL",2000,156003.00029182434
"Melbourne-Titusville-Palm Bay, FL",2001,163213.00028717518
"Melbourne-Titusville-Palm Bay, FL",2002,165906.00026744604
"Melbourne-Titusville-Palm Bay, FL",2003,174009.00000442564
"Melbourne-Titusville-Palm Bay, FL",2004,174679.00000412762
"Melbourne-Titusville-Palm Bay, FL",2005,178885.00000347197
"Melbourne-Titusville-Palm Bay, FL",2006,186176.00000312924
"Melbourne-Titusville-Palm Bay, FL",2007,182813.0000038743
"Melbourne-Titusville-Palm Bay, FL",2008,179376.00000283122
"Melbourne-Titusville-Palm Bay, FL",2009,165594.0
"Melbourne-Titusville-Palm Bay, FL",2010,163824.0
"Melbourne-Titusville-Palm Bay, FL",2011,166403.0000001341
"Melbourne-Titusville-Palm Bay, FL",2012,162578.0
"Melbourne-Titusville-Palm Bay, FL",2013,161138.0
"Melbourne-Titusville-Palm Bay, FL",2014,165955.0
"Melbourne-Titusville-Palm Bay, FL",2015,169795.0
"Melbourne-Titusville-Palm Bay, FL",2016,176122.0
"Melbourne-Titusville-Palm Bay, FL",2017,171911.0
"Melbourne-Titusville-Palm Bay, FL",2018,177675.0
"Memphis, TN-AR-MS",1975,135515.0147972264
"Memphis, TN-AR-MS",1976,140580.21875264109
"Memphis, TN-AR-MS",1977,145076.29904245475
"Memphis, TN-AR-MS",1978,153883.33256915343
"Memphis, TN-AR-MS",1979,159461.48969215283
"Memphis, TN-AR-MS",1980,157083.44953809344
"Memphis, TN-AR-MS",1981,153113.45119731428
"Memphis, TN-AR-MS",1982,158035.56293836527
"Memphis, TN-AR-MS",1983,154389.99059940508
"Memphis, TN-AR-MS",1984,161314.43237125984
"Memphis, TN-AR-MS",1985,167546.58454012373
"Memphis, TN-AR-MS",1986,160488.46759838235
"Memphis, TN-AR-MS",1987,174787.74647178408
"Memphis, TN-AR-MS",1988,190380.96748001268
"Memphis, TN-AR-MS",1989,191905.3745966041
"Memphis, TN-AR-MS",1990,190860.50502457024
"Memphis, TN-AR-MS",1991,186913.116863417
"Memphis, TN-AR-MS",1992,211790.23645996605
"Memphis, TN-AR-MS",1993,218028.78671458495
"Memphis, TN-AR-MS",1994,221534.11270932268
"Memphis, TN-AR-MS",1995,236222.7270614776
"Memphis, TN-AR-MS",1996,247003.90910860873
"Memphis, TN-AR-MS",1997,258193.4360044286
"Memphis, TN-AR-MS",1998,503447.00144177675
"Memphis, TN-AR-MS",1999,511821.0015421361
"Memphis, TN-AR-MS",2000,528220.0014749914
"Memphis, TN-AR-MS",2001,527341.001492247
"Memphis, TN-AR-MS",2002,490180.001379475
"Memphis, TN-AR-MS",2003,491665.0000012517
"Memphis, TN-AR-MS",2004,504014.0000011921
"Memphis, TN-AR-MS",2005,507025.0000013262
"Memphis, TN-AR-MS",2006,525934.0000012517
"Memphis, TN-AR-MS",2007,523575.00000046194
"Memphis, TN-AR-MS",2008,529902.0
"Memphis, TN-AR-MS",2009,497518.0
"Memphis, TN-AR-MS",2010,487417.0
"Memphis, TN-AR-MS",2011,488872.0
"Memphis, TN-AR-MS",2012,495321.0
"Memphis, TN-AR-MS",2013,502483.0
"Memphis, TN-AR-MS",2014,502616.0
"Memphis, TN-AR-MS",2015,508223.0
"Memphis, TN-AR-MS",2016,516113.0
"Memphis, TN-AR-MS",2017,462826.0
"Memphis, TN-AR-MS",2018,485146.0
"Merced, CA",1975,8190.055014500252
"Merced, CA",1976,10537.697455368343
"Merced, CA",1977,9689.789482299997
"Merced, CA",1978,10359.59568649132
"Merced, CA",1979,10747.480851583181
"Merced, CA",1980,10540.394720873408
"Merced, CA",1981,10235.798310405215
"Merced, CA",1982,10054.57707114992
"Merced, CA",1983,9958.139384542268
"Merced, CA",1984,11149.640302077994
"Merced, CA",1985,14381.20886347423
"Merced, CA",1986,14413.092887238656
"Merced, CA",1987,14239.2370842855
"Merced, CA",1988,15543.840519789414
"Merced, CA",1989,15128.74653370751
"Merced, CA",1990,16204.301375860521
"Merced, CA",1991,17278.3651870686
"Merced, CA",1992,17276.465652171082
"Merced, CA",1993,18263.95221648955
"Merced, CA",1994,18048.55931163707
"Merced, CA",1995,17016.630571000052
"Merced, CA",1996,17502.367082344
"Merced, CA",1997,18501.508003293966
"Merced, CA",1998,36891.000067189336
"Merced, CA",1999,37630.00006945431
"Merced, CA",2000,38904.000067442656
"Merced, CA",2001,39482.00007465482
"Merced, CA",2002,39234.0000693351
"Merced, CA",2003,40904.0
"Merced, CA",2004,43593.00000028312
"Merced, CA",2005,43361.00000023842
"Merced, CA",2006,43269.00000013411
"Merced, CA",2007,43762.00000013411
"Merced, CA",2008,42622.00000013411
"Merced, CA",2009,40363.00000013411
"Merced, CA",2010,38766.0
"Merced, CA",2011,39843.00000013411
"Merced, CA",2012,40642.0
"Merced, CA",2013,41087.0
"Merced, CA",2014,41990.0
"Merced, CA",2015,41964.0
"Merced, CA",2016,43088.0
"Merced, CA",2017,36351.0
"Merced, CA",2018,37039.0
"Miami-Fort Lauderdale, FL ",1975,338849.2219707927
"Miami-Fort Lauderdale, FL ",1976,342959.39616006456
"Miami-Fort Lauderdale, FL ",1977,361426.8215631677
"Miami-Fort Lauderdale, FL ",1978,400512.0447461599
"Miami-Fort Lauderdale, FL ",1979,439434.91076840577
"Miami-Fort Lauderdale, FL ",1980,456156.43621128064
"Miami-Fort Lauderdale, FL ",1981,467594.9607429868
"Miami-Fort Lauderdale, FL ",1982,465789.0627565187
"Miami-Fort Lauderdale, FL ",1983,453611.55671428173
"Miami-Fort Lauderdale, FL ",1984,474875.0249046886
"Miami-Fort Lauderdale, FL ",1985,479614.67246668704
"Miami-Fort Lauderdale, FL ",1986,468166.2907619619
"Miami-Fort Lauderdale, FL ",1987,497531.05843965674
"Miami-Fort Lauderdale, FL ",1988,537850.5965463163
"Miami-Fort Lauderdale, FL ",1989,541236.9239857378
"Miami-Fort Lauderdale, FL ",1990,539225.1560050846
"Miami-Fort Lauderdale, FL ",1991,513738.3275503817
"Miami-Fort Lauderdale, FL ",1992,542489.9712325975
"Miami-Fort Lauderdale, FL ",1993,595186.0210969447
"Miami-Fort Lauderdale, FL ",1994,610429.228785125
"Miami-Fort Lauderdale, FL ",1995,618453.7164400842
"Miami-Fort Lauderdale, FL ",1996,646456.6965408894
"Miami-Fort Lauderdale, FL ",1997,665051.5282846628
"Miami-Fort Lauderdale, FL ",1998,1406863.0042281002
"Miami-Fort Lauderdale, FL ",1999,1443414.0043466836
"Miami-Fort Lauderdale, FL ",2000,1455925.0045220554
"Miami-Fort Lauderdale, FL ",2001,1469558.0044848472
"Miami-Fort Lauderdale, FL ",2002,620039.0017087758
"Miami-Fort Lauderdale, FL ",2003,629613.0000012219
"Miami-Fort Lauderdale, FL ",2004,652305.0000003576
"Miami-Fort Lauderdale, FL ",2005,645814.000000596
"Miami-Fort Lauderdale, FL ",2006,665285.0
"Miami-Fort Lauderdale, FL ",2007,671281.0000029951
"Miami-Fort Lauderdale, FL ",2008,662490.0
"Miami-Fort Lauderdale, FL ",2009,610529.0
"Miami-Fort Lauderdale, FL ",2010,593194.0000001341
"Miami-Fort Lauderdale, FL ",2011,596669.0000002831
"Miami-Fort Lauderdale, FL ",2012,618983.0
"Miami-Fort Lauderdale, FL ",2013,626447.0
"Miami-Fort Lauderdale, FL ",2014,647763.0
"Miami-Fort Lauderdale, FL ",2015,675295.0
"Miami-Fort Lauderdale, FL ",2016,693096.0
"Miami-Fort Lauderdale, FL ",2017,692674.0
"Miami-Fort Lauderdale, FL ",2018,711546.0
"Milwaukee-Racine, WI ",1975,347577.75876705477
"Milwaukee-Racine, WI ",1976,347709.58214805374
"Milwaukee-Racine, WI ",1977,356264.9972566051
"Milwaukee-Racine, WI ",1978,381256.2464805001
"Milwaukee-Racine, WI ",1979,401636.7272690296
"Milwaukee-Racine, WI ",1980,396368.1749509968
"Milwaukee-Racine, WI ",1981,372213.44270972937
"Milwaukee-Racine, WI ",1982,360667.5298197258
"Milwaukee-Racine, WI ",1983,330911.81927121454
"Milwaukee-Racine, WI ",1984,348146.739039639
"Milwaukee-Racine, WI ",1985,352050.4751992878
"Milwaukee-Racine, WI ",1986,336085.4163251775
"Milwaukee-Racine, WI ",1987,354015.451621466
"Milwaukee-Racine, WI ",1988,381648.88110446214
"Milwaukee-Racine, WI ",1989,400039.28202546755
"Milwaukee-Racine, WI ",1990,403208.38092421985
"Milwaukee-Racine, WI ",1991,389332.7894400694
"Milwaukee-Racine, WI ",1992,393777.4836422387
"Milwaukee-Racine, WI ",1993,405956.3575711014
"Milwaukee-Racine, WI ",1994,414396.0061679237
"Milwaukee-Racine, WI ",1995,434028.72315605043
"Milwaukee-Racine, WI ",1996,431728.1486051583
"Milwaukee-Racine, WI ",1997,452152.7195795312
"Milwaukee-Racine, WI ",1998,837513.0019141734
"Milwaukee-Racine, WI ",1999,841476.0019304603
"Milwaukee-Racine, WI ",2000,855755.0019447654
"Milwaukee-Racine, WI ",2001,845608.0018712431
"Milwaukee-Racine, WI ",2002,823883.0018111914
"Milwaukee-Racine, WI ",2003,834901.0000089854
"Milwaukee-Racine, WI ",2004,845235.0000153482
"Milwaukee-Racine, WI ",2005,850512.0000198632
"Milwaukee-Racine, WI ",2006,861473.0000216067
"Milwaukee-Racine, WI ",2007,865878.000019148
"Milwaukee-Racine, WI ",2008,865638.0
"Milwaukee-Racine, WI ",2009,820423.0
"Milwaukee-Racine, WI ",2010,800955.0000001341
"Milwaukee-Racine, WI ",2011,812036.0000001341
"Milwaukee-Racine, WI ",2012,822634.0
"Milwaukee-Racine, WI ",2013,819750.0
"Milwaukee-Racine, WI ",2014,832468.0
"Milwaukee-Racine, WI ",2015,844864.0
"Milwaukee-Racine, WI ",2016,843661.0
"Milwaukee-Racine, WI ",2017,762979.0
"Milwaukee-Racine, WI ",2018,794968.0
"Minneapolis-St. Paul, MN-WI",1975,403837.3191338049
"Minneapolis-St. Paul, MN-WI",1976,409259.0599360725
"Minneapolis-St. Paul, MN-WI",1977,429032.3753298814
"Minneapolis-St. Paul, MN-WI",1978,486975.3760748193
"Minneapolis-St. Paul, MN-WI",1979,527863.7200163404
"Minneapolis-St. Paul, MN-WI",1980,535637.0330772165
"Minneapolis-St. Paul, MN-WI",1981,521342.6963235632
"Minneapolis-St. Paul, MN-WI",1982,512801.080982943
"Minneapolis-St. Paul, MN-WI",1983,501109.10674375214
"Minneapolis-St. Paul, MN-WI",1984,543255.6214544452
"Minneapolis-St. Paul, MN-WI",1985,567962.7401084831
"Minneapolis-St. Paul, MN-WI",1986,551470.1904044391
"Minneapolis-St. Paul, MN-WI",1987,578872.8813141151
"Minneapolis-St. Paul, MN-WI",1988,622291.7386446658
"Minneapolis-St. Paul, MN-WI",1989,636640.5273347491
"Minneapolis-St. Paul, MN-WI",1990,638843.3280162058
"Minneapolis-St. Paul, MN-WI",1991,630963.2081478449
"Minneapolis-St. Paul, MN-WI",1992,640957.1898420877
"Minneapolis-St. Paul, MN-WI",1993,687187.1173200615
"Minneapolis-St. Paul, MN-WI",1994,708938.371551664
"Minneapolis-St. Paul, MN-WI",1995,748520.0607558971
"Minneapolis-St. Paul, MN-WI",1996,773105.6106278152
"Minneapolis-St. Paul, MN-WI",1997,811024.4091644692
"Minneapolis-St. Paul, MN-WI",1998,1524641.0039666742
"Minneapolis-St. Paul, MN-WI",1999,1580414.0041659176
"Minneapolis-St. Paul, MN-WI",2000,1614225.0042259544
"Minneapolis-St. Paul, MN-WI",2001,1627803.0042376965
"Minneapolis-St. Paul, MN-WI",2002,1576308.0039338917
"Minneapolis-St. Paul, MN-WI",2003,1596657.0000261664
"Minneapolis-St. Paul, MN-WI",2004,1607494.0000203997
"Minneapolis-St. Paul, MN-WI",2005,1636703.0000230074
"Minneapolis-St. Paul, MN-WI",2006,1659460.0000316054
"Minneapolis-St. Paul, MN-WI",2007,1692903.0000270158
"Minneapolis-St. Paul, MN-WI",2008,1680060.0000005066
"Minneapolis-St. Paul, MN-WI",2009,1624236.0000016242
"Minneapolis-St. Paul, MN-WI",2010,1571230.0000021458
"Minneapolis-St. Paul, MN-WI",2011,1595780.000001058
"Minneapolis-St. Paul, MN-WI",2012,1664805.0
"Minneapolis-St. Paul, MN-WI",2013,1701312.0
"Minneapolis-St. Paul, MN-WI",2014,1733411.0
"Minneapolis-St. Paul, MN-WI",2015,1758192.0
"Minneapolis-St. Paul, MN-WI",2016,1769620.0
"Minneapolis-St. Paul, MN-WI",2017,1642571.0
"Minneapolis-St. Paul, MN-WI",2018,1709090.0
"Mobile, AL",1975,49997.92264653057
"Mobile, AL",1976,51982.00224379193
"Mobile, AL",1977,53284.79068688496
"Mobile, AL",1978,59058.535279511634
"Mobile, AL",1979,67137.71592884664
"Mobile, AL",1980,63214.87371866069
"Mobile, AL",1981,61187.24893904379
"Mobile, AL",1982,62952.91421883789
"Mobile, AL",1983,55228.157235379615
"Mobile, AL",1984,56367.805604674984
"Mobile, AL",1985,59774.009845030356
"Mobile, AL",1986,56908.898166914245
"Mobile, AL",1987,61528.773562871196
"Mobile, AL",1988,62341.182638650454
"Mobile, AL",1989,64572.46544320395
"Mobile, AL",1990,69375.079516278
"Mobile, AL",1991,72502.43459562425
"Mobile, AL",1992,75633.87214940546
"Mobile, AL",1993,80113.61100858316
"Mobile, AL",1994,83178.46164266043
"Mobile, AL",1995,84803.66578537507
"Mobile, AL",1996,86910.65060398713
"Mobile, AL",1997,89252.03154269258
"Mobile, AL",1998,199851.00050926208
"Mobile, AL",1999,203960.00053840876
"Mobile, AL",2000,200379.00052820146
"Mobile, AL",2001,195850.00049811602
"Mobile, AL",2002,196297.00047527254
"Mobile, AL",2003,194625.0000001341
"Mobile, AL",2004,202449.0000001192
"Mobile, AL",2005,208958.0000001341
"Mobile, AL",2006,215487.0
"Mobile, AL",2007,215795.0000001341
"Mobile, AL",2008,217712.0
"Mobile, AL",2009,202647.0
"Mobile, AL",2010,199486.00000074506
"Mobile, AL",2011,200254.00000073016
"Mobile, AL",2012,201082.0
"Mobile, AL",2013,202407.0
"Mobile, AL",2014,198855.0
"Mobile, AL",2015,207644.0
"Mobile, AL",2016,212884.0
"Mobile, AL",2017,194415.0
"Mobile, AL",2018,206158.0
"Modesto, CA",1975,27199.550434196837
"Modesto, CA",1976,29206.03742244517
"Modesto, CA",1977,30931.152603389437
"Modesto, CA",1978,34021.02588591779
"Modesto, CA",1979,36586.969279274905
"Modesto, CA",1980,36676.48700606291
"Modesto, CA",1981,36957.49520396329
"Modesto, CA",1982,37444.34037546144
"Modesto, CA",1983,36769.53152014332
"Modesto, CA",1984,38569.86337659816
"Modesto, CA",1985,39758.85093665771
"Modesto, CA",1986,39780.83254485045
"Modesto, CA",1987,45156.14654042949
"Modesto, CA",1988,47676.3627740833
"Modesto, CA",1989,50814.463375535226
"Modesto, CA",1990,53639.89795683911
"Modesto, CA",1991,50613.15314744717
"Modesto, CA",1992,51066.50012170601
"Modesto, CA",1993,54895.10282770879
"Modesto, CA",1994,52317.04938319079
"Modesto, CA",1995,54890.88975849119
"Modesto, CA",1996,53508.39871528858
"Modesto, CA",1997,58053.89805421265
"Modesto, CA",1998,113121.00027368963
"Modesto, CA",1999,116835.00028438866
"Modesto, CA",2000,120176.00029473007
"Modesto, CA",2001,125652.00030189753
"Modesto, CA",2002,131502.00030605495
"Modesto, CA",2003,130732.0
"Modesto, CA",2004,132823.0
"Modesto, CA",2005,134998.0
"Modesto, CA",2006,141824.0
"Modesto, CA",2007,139606.0000001341
"Modesto, CA",2008,136934.0
"Modesto, CA",2009,127539.0
"Modesto, CA",2010,121480.0
"Modesto, CA",2011,122373.0
"Modesto, CA",2012,125678.0
"Modesto, CA",2013,128610.0
"Modesto, CA",2014,132278.0
"Modesto, CA",2015,135404.0
"Modesto, CA",2016,139116.0
"Modesto, CA",2017,130446.0
"Modesto, CA",2018,136773.0
"Monroe, LA",1975,15186.39304580551
"Monroe, LA",1976,15998.744476969849
"Monroe, LA",1977,17662.459175182514
"Monroe, LA",1978,19585.189116149166
"Monroe, LA",1979,19539.371713229146
"Monroe, LA",1980,19201.367968721737
"Monroe, LA",1981,19368.323135748513
"Monroe, LA",1982,18825.648649693238
"Monroe, LA",1983,18948.02587466621
"Monroe, LA",1984,19660.358388028588
"Monroe, LA",1985,20189.734428786818
"Monroe, LA",1986,18927.48481488586
"Monroe, LA",1987,21632.210425104022
"Monroe, LA",1988,20346.126791682815
"Monroe, LA",1989,20414.324077860252
"Monroe, LA",1990,20372.752521667036
"Monroe, LA",1991,20302.52087408108
"Monroe, LA",1992,20685.176974531165
"Monroe, LA",1993,21660.32346848228
"Monroe, LA",1994,22730.684134967676
"Monroe, LA",1995,23445.72671936146
"Monroe, LA",1996,23867.986206579226
"Monroe, LA",1997,24966.194492234343
"Monroe, LA",1998,61103.00014360249
"Monroe, LA",1999,62258.00014767051
"Monroe, LA",2000,65557.00014953315
"Monroe, LA",2001,62055.00013889372
"Monroe, LA",2002,60190.00010827184
"Monroe, LA",2003,62607.00000073016
"Monroe, LA",2004,64102.00000075996
"Monroe, LA",2005,65607.00000087917
"Monroe, LA",2006,66829.00000080466
"Monroe, LA",2007,65238.00000068545
"Monroe, LA",2008,65000.0
"Monroe, LA",2009,64442.0
"Monroe, LA",2010,61351.0
"Monroe, LA",2011,62335.0
"Monroe, LA",2012,61385.0
"Monroe, LA",2013,63000.0
"Monroe, LA",2014,62493.0
"Monroe, LA",2015,62968.0
"Monroe, LA",2016,63460.0
"Monroe, LA",2017,54981.0
"Monroe, LA",2018,55320.0
"Montgomery, AL",1975,29765.397976534692
"Montgomery, AL",1976,31528.62488095246
"Montgomery, AL",1977,34296.80328421596
"Montgomery, AL",1978,37560.906093262885
"Montgomery, AL",1979,39332.544924960326
"Montgomery, AL",1980,38512.485198004506
"Montgomery, AL",1981,38438.159467506484
"Montgomery, AL",1982,36136.88074456618
"Montgomery, AL",1983,35980.364031454345
"Montgomery, AL",1984,39030.48477581653
"Montgomery, AL",1985,41782.46237038314
"Montgomery, AL",1986,40111.1070060937
"Montgomery, AL",1987,43760.79643748004
"Montgomery, AL",1988,45565.32326426016
"Montgomery, AL",1989,47936.02334208959
"Montgomery, AL",1990,46252.74300323891
"Montgomery, AL",1991,44822.44381049904
"Montgomery, AL",1992,46016.227411057036
"Montgomery, AL",1993,47823.33875563309
"Montgomery, AL",1994,51244.73718883177
"Montgomery, AL",1995,52276.530658494485
"Montgomery, AL",1996,53517.08446301937
"Montgomery, AL",1997,54456.949518248075
"Montgomery, AL",1998,120520.00027124584
"Montgomery, AL",1999,126698.00029113889
"Montgomery, AL",2000,131615.0003105402
"Montgomery, AL",2001,127748.0002964735
"Montgomery, AL",2002,124679.0002746284
"Montgomery, AL",2003,126698.00001685321
"Montgomery, AL",2004,128492.0000167191
"Montgomery, AL",2005,131423.0000167191
"Montgomery, AL",2006,136736.0000166297
"Montgomery, AL",2007,137019.00001354516
"Montgomery, AL",2008,138047.0
"Montgomery, AL",2009,129124.0
"Montgomery, AL",2010,124659.00000013411
"Montgomery, AL",2011,123176.0
"Montgomery, AL",2012,124440.0
"Montgomery, AL",2013,125491.0
"Montgomery, AL",2014,128018.0
"Montgomery, AL",2015,128176.0
"Montgomery, AL",2016,128851.0
"Montgomery, AL",2017,104720.0
"Montgomery, AL",2018,108092.0
"Muncie, IN",1975,21172.767166404275
"Muncie, IN",1976,23301.007279401307
"Muncie, IN",1977,23295.14093249529
"Muncie, IN",1978,22937.963191627518
"Muncie, IN",1979,25125.50779287388
"Muncie, IN",1980,23464.99076239089
"Muncie, IN",1981,22382.13262948144
"Muncie, IN",1982,19483.27139043995
"Muncie, IN",1983,18905.55412731847
"Muncie, IN",1984,20778.61190362175
"Muncie, IN",1985,20035.57843415215
"Muncie, IN",1986,19960.316134274577
"Muncie, IN",1987,21641.117690627558
"Muncie, IN",1988,21912.847705825363
"Muncie, IN",1989,23325.46726964835
"Muncie, IN",1990,22927.80256188664
"Muncie, IN",1991,22079.037422056674
"Muncie, IN",1992,22131.43260329286
"Muncie, IN",1993,21666.892454838184
"Muncie, IN",1994,22759.065840645933
"Muncie, IN",1995,23614.274576933767
"Muncie, IN",1996,23696.15850792293
"Muncie, IN",1997,24317.299233212703
"Muncie, IN",1998,48887.00007560849
"Muncie, IN",1999,47435.00007370114
"Muncie, IN",2000,50238.000071421266
"Muncie, IN",2001,48636.000064626336
"Muncie, IN",2002,45278.00006143749
"Muncie, IN",2003,43625.000000074506
"Muncie, IN",2004,43941.0
"Muncie, IN",2005,42789.0
"Muncie, IN",2006,43953.0
"Muncie, IN",2007,41838.0
"Muncie, IN",2008,40555.0
"Muncie, IN",2009,38255.0
"Muncie, IN",2010,35808.0
"Muncie, IN",2011,36519.0
"Muncie, IN",2012,36731.0
"Muncie, IN",2013,37808.0
"Muncie, IN",2014,38345.0
"Muncie, IN",2015,39321.0
"Muncie, IN",2016,42217.0
"Muncie, IN",2017,31327.0
"Muncie, IN",2018,33125.0
"Myrtle Beach, SC",1975,9419.216658887886
"Myrtle Beach, SC",1976,10511.000055207453
"Myrtle Beach, SC",1977,12159.155812142555
"Myrtle Beach, SC",1978,13361.982321321677
"Myrtle Beach, SC",1979,14303.055399744444
"Myrtle Beach, SC",1980,14889.721094204355
"Myrtle Beach, SC",1981,14936.921235441378
"Myrtle Beach, SC",1982,17318.261242643748
"Myrtle Beach, SC",1983,17590.785783634004
"Myrtle Beach, SC",1984,20511.55744492241
"Myrtle Beach, SC",1985,21270.877084991138
"Myrtle Beach, SC",1986,19628.026329950757
"Myrtle Beach, SC",1987,21570.691076269002
"Myrtle Beach, SC",1988,23084.73998158577
"Myrtle Beach, SC",1989,22925.974918723477
"Myrtle Beach, SC",1990,23354.67790646792
"Myrtle Beach, SC",1991,22722.613479370615
"Myrtle Beach, SC",1992,24810.510740523787
"Myrtle Beach, SC",1993,29009.647945216297
"Myrtle Beach, SC",1994,30666.901471586672
"Myrtle Beach, SC",1995,32097.145241340433
"Myrtle Beach, SC",1996,35242.88791318514
"Myrtle Beach, SC",1997,40372.431785771114
"Myrtle Beach, SC",1998,80440.00013808906
"Myrtle Beach, SC",1999,81832.0001410693
"Myrtle Beach, SC",2000,85933.00015334785
"Myrtle Beach, SC",2001,86409.00013497472
"Myrtle Beach, SC",2002,87251.00013324618
"Myrtle Beach, SC",2003,85239.00000043213
"Myrtle Beach, SC",2004,89913.0
"Myrtle Beach, SC",2005,95117.0
"Myrtle Beach, SC",2006,102197.0000000894
"Myrtle Beach, SC",2007,108625.0
"Myrtle Beach, SC",2008,110464.0
"Myrtle Beach, SC",2009,97071.0
"Myrtle Beach, SC",2010,92253.0
"Myrtle Beach, SC",2011,92937.0
"Myrtle Beach, SC",2012,95351.0
"Myrtle Beach, SC",2013,98200.0
"Myrtle Beach, SC",2014,99323.0
"Myrtle Beach, SC",2015,102193.0
"Myrtle Beach, SC",2016,107884.0
"Myrtle Beach, SC",2017,106779.0
"Myrtle Beach, SC",2018,110726.0
"Naples, FL",1975,5915.956739138212
"Naples, FL",1976,5795.9567271040305
"Naples, FL",1977,7013.212777426238
"Naples, FL",1978,8427.442138600729
"Naples, FL",1979,8945.635792275167
"Naples, FL",1980,10152.32304536173
"Naples, FL",1981,10099.711833633452
"Naples, FL",1982,11788.750711434986
"Naples, FL",1983,11568.12694195492
"Naples, FL",1984,13344.040049611334
"Naples, FL",1985,15025.792266425024
"Naples, FL",1986,14235.272459961207
"Naples, FL",1987,16522.620816575305
"Naples, FL",1988,18176.48994728137
"Naples, FL",1989,20470.751159065352
"Naples, FL",1990,20680.784062807972
"Naples, FL",1991,20623.074844923245
"Naples, FL",1992,22329.5160624262
"Naples, FL",1993,26344.40281632564
"Naples, FL",1994,27173.41255921939
"Naples, FL",1995,30324.787946615204
"Naples, FL",1996,30308.4600468273
"Naples, FL",1997,38903.78670450804
"Naples, FL",1998,81917.00015337765
"Naples, FL",1999,87524.00016960502
"Naples, FL",2000,91793.0001874268
"Naples, FL",2001,98495.00019623339
"Naples, FL",2002,97468.00022371113
"Naples, FL",2003,99257.00000049174
"Naples, FL",2004,102223.00000052154
"Naples, FL",2005,111461.00000013411
"Naples, FL",2006,118898.0
"Naples, FL",2007,115714.0
"Naples, FL",2008,106666.0
"Naples, FL",2009,101445.0
"Naples, FL",2010,101366.0
"Naples, FL",2011,101596.0
"Naples, FL",2012,106406.0
"Naples, FL",2013,108527.0
"Naples, FL",2014,114090.0
"Naples, FL",2015,118755.0
"Naples, FL",2016,124826.0
"Naples, FL",2017,122605.0
"Naples, FL",2018,127913.0
"Nashville, TN",1975,127397.84843013005
"Nashville, TN",1976,138295.3791326674
"Nashville, TN",1977,142687.82946527767
"Nashville, TN",1978,152373.62258726233
"Nashville, TN",1979,166127.22552082624
"Nashville, TN",1980,161220.1715572086
"Nashville, TN",1981,160700.9653541769
"Nashville, TN",1982,161460.91147052118
"Nashville, TN",1983,158206.22355075486
"Nashville, TN",1984,174684.73347166236
"Nashville, TN",1985,186481.74551716752
"Nashville, TN",1986,188898.97974111335
"Nashville, TN",1987,195416.78652337304
"Nashville, TN",1988,215138.2914799781
"Nashville, TN",1989,216611.80167198094
"Nashville, TN",1990,216151.22883562598
"Nashville, TN",1991,216361.0027398488
"Nashville, TN",1992,222762.5067603841
"Nashville, TN",1993,240596.81234398214
"Nashville, TN",1994,257475.48061145772
"Nashville, TN",1995,276510.57230204815
"Nashville, TN",1996,282691.46240302746
"Nashville, TN",1997,299288.34356574784
"Nashville, TN",1998,599181.0014877021
"Nashville, TN",1999,609154.0015043616
